gene_symbol,ensembl_gene_id,chr,n_instruments_5e8,n_instruments_5e6,has_valid_instrument,single_iv,finan_tier,notes
SLC6A12,ENSG00000111181,12,3,599,TRUE,FALSE,Tier 3B,""
SLC6A13,ENSG00000010379,12,2,37,TRUE,FALSE,Tier 2,""
SLC6A14,ENSG00000087916,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
SLC6A15,ENSG00000072041,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SLC6A16,ENSG00000063127,19,2,387,TRUE,FALSE,Tier 3B,""
SLC6A17,ENSG00000197106,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SLC6A18,ENSG00000164363,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SLC6A19,ENSG00000174358,5,1,53,TRUE,TRUE,Tier 3B,""
SLC6A2,ENSG00000103546,16,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC6A20,ENSG00000163817,3,1,309,TRUE,TRUE,Tier 3B,""
SLC6A3,ENSG00000142319,5,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLC6A4,ENSG00000108576,17,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SLC6A5,ENSG00000165970,11,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SLC6A6,ENSG00000131389,3,2,176,TRUE,FALSE,Tier 1,""
SLC6A7,ENSG00000011083,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SLC6A8,ENSG00000130821,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
SLC6A9,ENSG00000196517,1,1,41,TRUE,TRUE,Tier 1,""
SLC7A5,ENSG00000103257,16,3,811,TRUE,FALSE,Tier 1,""
SLC7A7,ENSG00000155465,14,3,443,TRUE,FALSE,Tier 1,""
SLC7A8,ENSG00000092068,14,4,526,TRUE,FALSE,Tier 1,""
SLC9A1,ENSG00000090020,1,1,421,TRUE,TRUE,Tier 1,""
SLC9A3,ENSG00000066230,5,4,1774,TRUE,FALSE,Tier 1,""
SLCO1A2,ENSG00000084453,12,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLCO1B1,ENSG00000134538,12,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLCO1B3,ENSG00000111700,12,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLCO1C1,ENSG00000139155,12,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLCO2A1,ENSG00000174640,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLCO2B1,ENSG00000137491,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLCO3A1,ENSG00000176463,15,7,1154,TRUE,FALSE,Tier 1,""
SLCO4A1,ENSG00000101187,20,1,47,TRUE,TRUE,Tier 1,""
SLCO4C1,ENSG00000173930,5,3,2746,TRUE,FALSE,Tier 1,""
SLCO5A1,ENSG00000137571,8,1,48,TRUE,TRUE,Tier 1,""
SLCO6A1,ENSG00000205359,5,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SLIT1,ENSG00000187122,10,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SLIT2,ENSG00000145147,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SLIT3,ENSG00000184347,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SLITRK4,ENSG00000179542,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
SLK,ENSG00000065613,10,3,928,TRUE,FALSE,Tier 1,""
SLPI,ENSG00000124107,20,3,668,TRUE,FALSE,Tier 3B,""
SLURP1,ENSG00000126233,8,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SMAD3,ENSG00000166949,15,2,668,TRUE,FALSE,Tier 2,""
SMC3,ENSG00000108055,10,1,116,TRUE,TRUE,Tier 3B,""
SMG1,ENSG00000157106,16,2,414,TRUE,FALSE,Tier 2,""
SMN1,ENSG00000172062,5,0,7,FALSE,FALSE,Tier 1,no SNP below 5e-8
SMN2,ENSG00000205571,5,5,546,TRUE,FALSE,Tier 1,""
SMO,ENSG00000128602,7,1,117,TRUE,TRUE,Tier 1,""
SMOC1,ENSG00000198732,14,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
SMOC2,ENSG00000112562,6,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SMPD1,ENSG00000166311,11,1,33,TRUE,TRUE,Tier 3B,""
SMPD2,ENSG00000135587,6,2,1748,TRUE,FALSE,Tier 2,""
SMPDL3A,ENSG00000172594,6,4,1704,TRUE,FALSE,Tier 3B,""
SMPDL3B,ENSG00000130768,1,1,309,TRUE,TRUE,Tier 3B,""
SMR3A,ENSG00000109208,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SMR3B,ENSG00000171201,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SMS,ENSG00000102172,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
SNAP23,ENSG00000092531,15,1,665,TRUE,TRUE,Tier 2,""
SNAP25,ENSG00000132639,20,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SNAP29,ENSG00000099940,22,4,1164,TRUE,FALSE,Tier 3B,""
SNCA,ENSG00000145335,4,3,1106,TRUE,FALSE,Tier 2,""
SNRK,ENSG00000163788,3,1,408,TRUE,TRUE,Tier 2,""
SOAT1,ENSG00000057252,1,4,2966,TRUE,FALSE,Tier 2,""
SOAT2,ENSG00000167780,12,1,299,TRUE,TRUE,Tier 2,""
SOD1,ENSG00000142168,21,1,132,TRUE,TRUE,Tier 1,""
SOD2,ENSG00000112096,6,5,1050,TRUE,FALSE,Tier 1,""
SOD3,ENSG00000109610,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SOGA1,ENSG00000149639,20,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
SORD,ENSG00000140263,15,1,597,TRUE,TRUE,Tier 2,""
SOST,ENSG00000167941,17,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SOSTDC1,ENSG00000171243,7,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SPACA3,ENSG00000141316,17,1,380,TRUE,TRUE,Tier 3B,""
SPACA5,ENSG00000171489,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
SPACA5B,ENSG00000171478,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
SPAG11A,ENSG00000178287,8,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPAG11B,ENSG00000164871,8,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPAM1,ENSG00000106304,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPARC,ENSG00000113140,5,2,643,TRUE,FALSE,Tier 3B,""
SPARCL1,ENSG00000152583,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPEG,ENSG00000072195,2,1,25,TRUE,TRUE,Tier 3B,""
SPHK1,ENSG00000176170,17,2,579,TRUE,FALSE,Tier 2,""
SPINK1,ENSG00000164266,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SPINK2,ENSG00000128040,4,3,363,TRUE,FALSE,Tier 3B,""
SPINK4,ENSG00000122711,9,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SPINK5,ENSG00000133710,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPINK6,ENSG00000178172,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPINK9,ENSG00000204909,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPINT1,ENSG00000166145,15,2,698,TRUE,FALSE,Tier 3A,""
SPINT2,ENSG00000167642,19,3,970,TRUE,FALSE,Tier 3A,""
SPINT3,ENSG00000101446,20,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SPINT4,ENSG00000149651,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SPN,ENSG00000197471,16,1,86,TRUE,TRUE,Tier 3B,""
SPOCK1,ENSG00000152377,5,1,26,TRUE,TRUE,Tier 3B,""
SPOCK2,ENSG00000107742,10,3,1153,TRUE,FALSE,Tier 3A,""
SPOCK3,ENSG00000196104,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SPON2,ENSG00000159674,4,3,867,TRUE,FALSE,Tier 3B,""
SPP1,ENSG00000118785,4,5,1982,TRUE,FALSE,Tier 1,""
SPP2,ENSG00000072080,2,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SQLE,ENSG00000104549,8,1,319,TRUE,TRUE,Tier 1,""
SRC,ENSG00000197122,20,3,135,TRUE,FALSE,Tier 1,""
SRD5A1,ENSG00000145545,5,2,445,TRUE,FALSE,Tier 1,""
SRD5A2,ENSG00000049319,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SRD5A3,ENSG00000128039,4,6,2097,TRUE,FALSE,Tier 1,""
SREBF2,ENSG00000198911,22,0,23,FALSE,FALSE,Tier 2,no SNP below 5e-8
SRGN,ENSG00000122862,10,2,1387,TRUE,FALSE,Tier 3B,""
SRM,ENSG00000116649,1,2,37,TRUE,FALSE,Tier 2,""
SRMS,ENSG00000125508,20,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
SRPK1,ENSG00000096063,6,4,1281,TRUE,FALSE,Tier 1,""
SRPK2,ENSG00000135250,7,1,696,TRUE,TRUE,Tier 1,""
SRPK3,ENSG00000184343,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
SRPX2,ENSG00000102359,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
SSR1,ENSG00000124783,6,3,993,TRUE,FALSE,Tier 3A,""
SSR2,ENSG00000163479,1,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
SST,ENSG00000157005,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SSTR1,ENSG00000139874,14,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SSTR2,ENSG00000180616,17,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SSTR3,ENSG00000183473,22,2,289,TRUE,FALSE,Tier 1,""
SSTR4,ENSG00000132671,20,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SSTR5,ENSG00000162009,16,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
ST14,ENSG00000149418,11,3,589,TRUE,FALSE,Tier 2,""
ST3GAL1,ENSG00000008513,8,4,391,TRUE,FALSE,Tier 3B,""
ST3GAL2,ENSG00000157350,16,2,172,TRUE,FALSE,Tier 3A,""
ST3GAL3,ENSG00000126091,1,1,405,TRUE,TRUE,Tier 3A,""
ST3GAL4,ENSG00000110080,11,1,321,TRUE,TRUE,Tier 3A,""
ST6GAL1,ENSG00000073849,3,6,636,TRUE,FALSE,Tier 3A,""
STAT1,ENSG00000115415,2,2,80,TRUE,FALSE,Tier 2,""
STAT3,ENSG00000168610,17,3,941,TRUE,FALSE,Tier 1,""
STAT5A,ENSG00000126561,17,1,279,TRUE,TRUE,Tier 2,""
STAT5B,ENSG00000173757,17,1,103,TRUE,TRUE,Tier 2,""
STAT6,ENSG00000166888,12,6,1611,TRUE,FALSE,Tier 2,""
STATH,ENSG00000126549,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
STC1,ENSG00000159167,8,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
STEAP1,ENSG00000164647,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
STIM2,ENSG00000109689,4,4,471,TRUE,FALSE,Tier 3A,""
STK10,ENSG00000072786,5,3,400,TRUE,FALSE,Tier 1,""
STK11,ENSG00000118046,19,2,194,TRUE,FALSE,Tier 1,""
STK16,ENSG00000115661,2,0,3,FALSE,FALSE,Tier 1,no SNP below 5e-8
STK17A,ENSG00000164543,7,1,307,TRUE,TRUE,Tier 1,""
STK17B,ENSG00000081320,2,2,1039,TRUE,FALSE,Tier 1,""
STK24,ENSG00000102572,13,2,378,TRUE,FALSE,Tier 1,""
STK25,ENSG00000115694,2,2,359,TRUE,FALSE,Tier 1,""
STK3,ENSG00000104375,8,1,220,TRUE,TRUE,Tier 1,""
STK32A,ENSG00000169302,5,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
STK32B,ENSG00000152953,4,2,135,TRUE,FALSE,Tier 2,""
STK32C,ENSG00000165752,10,6,1270,TRUE,FALSE,Tier 2,""
STK33,ENSG00000130413,11,3,989,TRUE,FALSE,Tier 1,""
STK35,ENSG00000125834,20,1,213,TRUE,TRUE,Tier 1,""
STK36,ENSG00000163482,2,1,646,TRUE,TRUE,Tier 2,""
STK38,ENSG00000112079,6,1,416,TRUE,TRUE,Tier 2,""
STK38L,ENSG00000211455,12,1,472,TRUE,TRUE,Tier 2,""
STK39,ENSG00000198648,2,2,965,TRUE,FALSE,Tier 2,""
STK4,ENSG00000101109,20,1,226,TRUE,TRUE,Tier 1,""
STK40,ENSG00000196182,1,1,18,TRUE,TRUE,Tier 3B,""
STS,ENSG00000101846,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
STX1A,ENSG00000106089,7,1,121,TRUE,TRUE,Tier 3B,""
STYK1,ENSG00000060140,12,2,468,TRUE,FALSE,Tier 3B,""
SUCNR1,ENSG00000198829,3,1,238,TRUE,TRUE,Tier 2,""
SULF1,ENSG00000137573,8,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SULT1A1,ENSG00000196502,16,4,690,TRUE,FALSE,Tier 1,""
SULT1A2,ENSG00000197165,16,3,974,TRUE,FALSE,Tier 1,""
SULT1A3,ENSG00000261052,16,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SULT1B1,ENSG00000173597,4,1,528,TRUE,TRUE,Tier 1,""
SULT1C2,ENSG00000198203,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SULT1E1,ENSG00000109193,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SULT2A1,ENSG00000105398,19,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SULT2B1,ENSG00000088002,19,2,162,TRUE,FALSE,Tier 1,""
SULT4A1,ENSG00000130540,22,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
SUMF1,ENSG00000144455,3,6,1588,TRUE,FALSE,Tier 3A,""
SUV39H1,ENSG00000101945,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
SV2A,ENSG00000159164,1,1,46,TRUE,TRUE,Tier 1,""
SV2B,ENSG00000185518,15,0,2,FALSE,FALSE,Tier 2,no SNP below 5e-8
SV2C,ENSG00000122012,5,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
SVOP,ENSG00000166111,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SVOPL,ENSG00000157703,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
SYCN,ENSG00000179751,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
SYK,ENSG00000165025,9,4,1633,TRUE,FALSE,Tier 1,""
SYT15,ENSG00000204176,10,1,20,TRUE,TRUE,Tier 3B,""
TAAR1,ENSG00000146399,6,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
TAAR2,ENSG00000146378,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TAAR5,ENSG00000135569,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TAAR6,ENSG00000146383,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TAAR8,ENSG00000146385,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TAAR9,ENSG00000237110,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TAB1,ENSG00000100324,22,1,120,TRUE,TRUE,Tier 2,""
TAC1,ENSG00000006128,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TAC3,ENSG00000166863,12,1,43,TRUE,TRUE,Tier 3B,""
TAC4,ENSG00000176358,17,1,111,TRUE,TRUE,Tier 3B,""
TACR1,ENSG00000115353,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
TACR2,ENSG00000075073,10,1,231,TRUE,TRUE,Tier 1,""
TACR3,ENSG00000169836,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
TAF1A,ENSG00000143498,1,1,441,TRUE,TRUE,Tier 1,""
TAOK1,ENSG00000160551,17,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
TAOK2,ENSG00000149930,16,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
TAOK3,ENSG00000135090,12,1,172,TRUE,TRUE,Tier 1,""
TAPBPL,ENSG00000139192,12,5,1137,TRUE,FALSE,Tier 3A,""
TARS,ENSG00000113407,5,2,298,TRUE,FALSE,Tier 2,""
TAS1R1,ENSG00000173662,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TAS1R2,ENSG00000179002,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TAS1R3,ENSG00000169962,1,1,419,TRUE,TRUE,Tier 3B,""
TAS2R16,ENSG00000128519,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TBK1,ENSG00000183735,12,2,483,TRUE,FALSE,Tier 1,""
TBXA2R,ENSG00000006638,19,1,123,TRUE,TRUE,Tier 1,""
TBXAS1,ENSG00000059377,7,5,798,TRUE,FALSE,Tier 1,""
TCN1,ENSG00000134827,11,3,1165,TRUE,FALSE,Tier 3A,""
TCN2,ENSG00000185339,22,3,1386,TRUE,FALSE,Tier 3A,""
TDGF1,ENSG00000241186,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
TDO2,ENSG00000151790,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
TDP1,ENSG00000042088,14,2,416,TRUE,FALSE,Tier 1,""
TEC,ENSG00000135605,4,1,424,TRUE,TRUE,Tier 1,""
TECTA,ENSG00000109927,11,1,90,TRUE,TRUE,Tier 3B,""
TECTB,ENSG00000119913,10,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TEK,ENSG00000120156,9,5,2011,TRUE,FALSE,Tier 1,""
TENM1,ENSG00000009694,X,0,0,FALSE,FALSE,Tier 3A,non-autosomal chr skipped
TERT,ENSG00000164362,5,0,2,FALSE,FALSE,Tier 2,no SNP below 5e-8
TESK1,ENSG00000107140,9,1,80,TRUE,TRUE,Tier 1,""
TESK2,ENSG00000070759,1,2,2182,TRUE,FALSE,Tier 2,""
TEX101,ENSG00000131126,19,3,2051,TRUE,FALSE,Tier 3B,""
TEX14,ENSG00000121101,17,1,765,TRUE,TRUE,Tier 3B,""
TF,ENSG00000091513,3,2,276,TRUE,FALSE,Tier 3A,""
TFF1,ENSG00000160182,21,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TFF2,ENSG00000160181,21,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TFF3,ENSG00000160180,21,3,190,TRUE,FALSE,Tier 3A,""
TFPI,ENSG00000003436,2,1,9,TRUE,TRUE,Tier 3A,""
TFPI2,ENSG00000105825,7,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TFRC,ENSG00000072274,3,4,1096,TRUE,FALSE,Tier 1,""
TG,ENSG00000042832,8,3,887,TRUE,FALSE,Tier 3A,""
TGFA,ENSG00000163235,2,2,375,TRUE,FALSE,Tier 1,""
TGFB1,ENSG00000105329,19,0,16,FALSE,FALSE,Tier 1,no SNP below 5e-8
TGFB2,ENSG00000092969,1,1,87,TRUE,TRUE,Tier 1,""
TGFB3,ENSG00000119699,14,2,453,TRUE,FALSE,Tier 1,""
TGFBI,ENSG00000120708,5,6,1412,TRUE,FALSE,Tier 3B,""
TGFBR1,ENSG00000106799,9,2,235,TRUE,FALSE,Tier 1,""
TGFBR2,ENSG00000163513,3,2,212,TRUE,FALSE,Tier 1,""
TGFBR3,ENSG00000069702,1,2,315,TRUE,FALSE,Tier 3A,""
TGM1,ENSG00000092295,14,2,360,TRUE,FALSE,Tier 2,""
TGM2,ENSG00000198959,20,2,160,TRUE,FALSE,Tier 2,""
TGM3,ENSG00000125780,20,2,262,TRUE,FALSE,Tier 2,""
TGM6,ENSG00000166948,20,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
TH,ENSG00000180176,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
THBD,ENSG00000178726,20,3,561,TRUE,FALSE,Tier 3B,""
THBS1,ENSG00000137801,15,3,939,TRUE,FALSE,Tier 3A,""
THBS2,ENSG00000186340,6,2,240,TRUE,FALSE,Tier 3B,""
THBS3,ENSG00000169231,1,5,1659,TRUE,FALSE,Tier 3A,""
THBS4,ENSG00000113296,5,1,39,TRUE,TRUE,Tier 3B,""
THNSL2,ENSG00000144115,2,12,1561,TRUE,FALSE,Tier 3B,""
THPO,ENSG00000090534,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
THRA,ENSG00000126351,17,2,381,TRUE,FALSE,Tier 1,""
THRB,ENSG00000151090,3,1,47,TRUE,TRUE,Tier 1,""
THSD1,ENSG00000136114,13,1,705,TRUE,TRUE,Tier 3B,""
THSD4,ENSG00000187720,15,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
THY1,ENSG00000154096,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TIE1,ENSG00000066056,1,1,111,TRUE,TRUE,Tier 1,""
TIMP1,ENSG00000102265,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
TIMP2,ENSG00000035862,17,3,515,TRUE,FALSE,Tier 3A,""
TIMP3,ENSG00000100234,22,1,146,TRUE,TRUE,Tier 3B,""
TIMP4,ENSG00000157150,3,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TINAG,ENSG00000137251,6,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TINAGL1,ENSG00000142910,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TK1,ENSG00000167900,17,1,33,TRUE,TRUE,Tier 1,""
TK2,ENSG00000166548,16,3,1207,TRUE,FALSE,Tier 2,""
TKT,ENSG00000163931,3,4,1375,TRUE,FALSE,Tier 2,""
TLK1,ENSG00000198586,2,2,408,TRUE,FALSE,Tier 2,""
TLK2,ENSG00000146872,17,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
TLL1,ENSG00000038295,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TLL2,ENSG00000095587,10,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TLN1,ENSG00000137076,9,0,8,FALSE,FALSE,Tier 3B,no SNP below 5e-8
TLR1,ENSG00000174125,4,2,272,TRUE,FALSE,Tier 3B,""
TLR10,ENSG00000174123,4,2,649,TRUE,FALSE,Tier 3B,""
TLR2,ENSG00000137462,4,2,131,TRUE,FALSE,Tier 3B,""
TLR3,ENSG00000164342,4,2,330,TRUE,FALSE,Tier 3B,""
TLR4,ENSG00000136869,9,7,2109,TRUE,FALSE,Tier 2,""
TLR5,ENSG00000187554,1,3,870,TRUE,FALSE,Tier 3B,""
TLR6,ENSG00000174130,4,2,612,TRUE,FALSE,Tier 3B,""
TLR7,ENSG00000196664,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
TLR8,ENSG00000101916,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
TLR9,ENSG00000239732,3,1,129,TRUE,TRUE,Tier 1,""
TM2D1,ENSG00000162604,1,2,330,TRUE,FALSE,Tier 3B,""
TM4SF1,ENSG00000169908,3,2,178,TRUE,FALSE,Tier 3B,""
TMED1,ENSG00000099203,19,2,203,TRUE,FALSE,Tier 3B,""
TMED10,ENSG00000170348,14,1,37,TRUE,TRUE,Tier 3A,""
TMED9,ENSG00000184840,5,4,752,TRUE,FALSE,Tier 3A,""
TMEFF2,ENSG00000144339,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TMEM123,ENSG00000152558,11,2,122,TRUE,FALSE,Tier 3B,""
TMEM25,ENSG00000149582,11,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
TMEM256-PLSCR3,ENSG00000187838,17,1,292,TRUE,TRUE,Tier 3B,""
TMEM66,ENSG00000133872,8,2,584,TRUE,FALSE,Tier 3B,""
TMEM9B,ENSG00000175348,11,3,1439,TRUE,FALSE,Tier 3B,""
TMIGD2,ENSG00000167664,19,1,99,TRUE,TRUE,Tier 3B,""
TMPRSS11D,ENSG00000153802,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
TMPRSS11E,ENSG00000087128,4,,22,,,Tier 3B,CLUMP_FAILED
TMPRSS2,ENSG00000184012,21,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
TMSB4X,ENSG00000205542,X,0,0,FALSE,FALSE,Tier 3A,non-autosomal chr skipped
TNC,ENSG00000041982,9,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
TNF,ENSG00000232810,6,1,3066,TRUE,TRUE,Tier 1,""
TNFAIP2,ENSG00000185215,14,2,262,TRUE,FALSE,Tier 3A,""
TNFAIP6,ENSG00000123610,2,2,1200,TRUE,FALSE,Tier 3A,""
TNFRSF10A,ENSG00000104689,8,3,275,TRUE,FALSE,Tier 1,""
TNFRSF10B,ENSG00000120889,8,2,391,TRUE,FALSE,Tier 1,""
TNFRSF10C,ENSG00000173535,8,1,279,TRUE,TRUE,Tier 3B,""
TNFRSF10D,ENSG00000173530,8,3,204,TRUE,FALSE,Tier 3B,""
TNFRSF11A,ENSG00000141655,18,1,388,TRUE,TRUE,Tier 3A,""
TNFRSF11B,ENSG00000164761,8,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TNFRSF12A,ENSG00000006327,16,0,2,FALSE,FALSE,Tier 1,no SNP below 5e-8
TNFRSF13B,ENSG00000240505,17,1,63,TRUE,TRUE,Tier 3A,""
TNFRSF13C,ENSG00000159958,22,3,667,TRUE,FALSE,Tier 1,""
TNFRSF14,ENSG00000157873,1,2,822,TRUE,FALSE,Tier 3A,""
TNFRSF17,ENSG00000048462,16,1,178,TRUE,TRUE,Tier 3A,""
TNFRSF18,ENSG00000186891,1,2,973,TRUE,FALSE,Tier 1,""
TNFRSF19,ENSG00000127863,13,1,18,TRUE,TRUE,Tier 3A,""
TNFRSF1A,ENSG00000067182,12,1,77,TRUE,TRUE,Tier 1,""
TNFRSF1B,ENSG00000028137,1,1,160,TRUE,TRUE,Tier 3B,""
TNFRSF21,ENSG00000146072,6,1,35,TRUE,TRUE,Tier 3A,""
TNFRSF25,ENSG00000215788,1,2,566,TRUE,FALSE,Tier 3A,""
TNFRSF4,ENSG00000186827,1,3,449,TRUE,FALSE,Tier 1,""
TNFRSF6B,ENSG00000243509,20,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TNFRSF8,ENSG00000120949,1,1,67,TRUE,TRUE,Tier 1,""
TNFRSF9,ENSG00000049249,1,4,675,TRUE,FALSE,Tier 1,""
TNFSF10,ENSG00000121858,3,2,323,TRUE,FALSE,Tier 2,""
TNFSF11,ENSG00000120659,13,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
TNFSF12,ENSG00000239697,17,4,1191,TRUE,FALSE,Tier 1,""
TNFSF13,ENSG00000161955,17,4,697,TRUE,FALSE,Tier 3A,""
TNFSF13B,ENSG00000102524,13,3,184,TRUE,FALSE,Tier 1,""
TNFSF14,ENSG00000125735,19,1,258,TRUE,TRUE,Tier 1,""
TNFSF15,ENSG00000181634,9,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
TNFSF4,ENSG00000117586,1,3,756,TRUE,FALSE,Tier 1,""
