gene_symbol,ensembl_gene_id,chr,start_hg19,end_hg19,finan_tier,dgidb_n_interactions,dgidb_drugs,in_mr_screen,notes
EDEM2,ENSG00000088298,20,33703167,33865928,Tier 3A,,,TRUE,""
EDIL3,ENSG00000164176,5,83236373,83680611,Tier 3A,,,TRUE,""
EDN1,ENSG00000078401,6,12290596,12297427,Tier 3B,,,TRUE,""
EDN2,ENSG00000127129,1,41944446,41950344,Tier 3B,,,TRUE,""
EDN3,ENSG00000124205,20,57875482,57901047,Tier 3B,,,TRUE,""
EDNRA,ENSG00000151617,4,148402069,148466106,Tier 1,,,TRUE,""
EDNRB,ENSG00000136160,13,78469616,78493903,Tier 1,,,TRUE,""
EEF2,ENSG00000167658,19,3976054,3985467,Tier 1,,,TRUE,""
EEF2K,ENSG00000103319,16,22217603,22298554,Tier 2,,,TRUE,""
EFEMP1,ENSG00000115380,2,56093102,56151274,Tier 3A,,,TRUE,""
EFEMP2,ENSG00000172638,11,65633912,65641063,Tier 3A,,,TRUE,""
EFNA1,ENSG00000169242,1,155099936,155107333,Tier 3A,,,TRUE,""
EFNA4,ENSG00000243364,1,155036207,155042029,Tier 3B,,,TRUE,""
EFNA5,ENSG00000184349,5,106712590,107006596,Tier 3A,,,TRUE,""
EFNB1,ENSG00000090776,X,68048840,68061990,Tier 3B,,,TRUE,""
EFNB3,ENSG00000108947,17,7608520,7614696,Tier 3A,,,TRUE,""
EFTUD1,ENSG00000140598,15,82422571,82555104,Tier 3B,,,TRUE,""
EFTUD2,ENSG00000108883,17,42927311,42977030,Tier 3A,,,TRUE,""
EGF,ENSG00000138798,4,110834040,110933422,Tier 3A,,,TRUE,""
EGFL6,ENSG00000198759,X,13587724,13651694,Tier 3B,,,TRUE,""
EGFL7,ENSG00000172889,9,139553308,139567130,Tier 1,,,TRUE,""
EGFL8,ENSG00000241404,6,32132360,32136058,Tier 3A,,,TRUE,""
EGFLAM,ENSG00000164318,5,38258511,38465123,Tier 3A,,,TRUE,""
EGFR,ENSG00000146648,7,55086714,55324313,Tier 1,,,TRUE,""
EGLN1,ENSG00000135766,1,231499497,231560790,Tier 1,,,TRUE,""
EGLN2,ENSG00000269858,19,41304901,41314338,Tier 1,,,TRUE,""
EGLN3,ENSG00000129521,14,34393437,34931980,Tier 1,,,TRUE,""
EHMT1,ENSG00000181090,9,140513444,140764468,Tier 2,,,TRUE,""
EHMT2,ENSG00000204371,6,31847536,31865464,Tier 2,,,TRUE,""
EIF2AK1,ENSG00000086232,7,6061881,6098861,Tier 2,,,TRUE,""
EIF2AK2,ENSG00000055332,2,37326353,37384208,Tier 2,,,TRUE,""
EIF2AK3,ENSG00000172071,2,88856259,88927094,Tier 2,,,TRUE,""
EIF2AK4,ENSG00000128829,15,40226347,40327797,Tier 1,,,TRUE,""
EIF4A1,ENSG00000161960,17,7476024,7482323,Tier 2,,,TRUE,""
EIF4E,ENSG00000151247,4,99792835,99851788,Tier 1,,,TRUE,""
EIF4H,ENSG00000106682,7,73588575,73611431,Tier 2,,,TRUE,""
ELANE,ENSG00000197561,19,851014,856242,Tier 1,,,TRUE,""
ELAVL1,ENSG00000066044,19,8023463,8070543,Tier 2,,,TRUE,""
ELN,ENSG00000049540,7,73442119,73484237,Tier 3B,,,TRUE,""
ELOVL3,ENSG00000119915,10,103986085,103989346,Tier 2,,,TRUE,""
ELOVL6,ENSG00000170522,4,110967002,111120355,Tier 2,,,TRUE,""
ELSPBP1,ENSG00000169393,19,48497908,48528410,Tier 3A,,,TRUE,""
EMC10,ENSG00000161671,19,50979657,50986608,Tier 3B,,,TRUE,""
EMID1,ENSG00000186998,22,29601840,29655586,Tier 3B,,,TRUE,""
EMILIN1,ENSG00000138080,2,27301435,27309271,Tier 3B,,,TRUE,""
EMILIN2,ENSG00000132205,18,2847028,2915991,Tier 3A,,,TRUE,""
EMILIN3,ENSG00000183798,20,39988606,39995467,Tier 3B,,,TRUE,""
EMR2,ENSG00000127507,19,14843205,14889353,Tier 3B,,,TRUE,""
EMR3,ENSG00000131355,19,14729929,14800839,Tier 3B,,,TRUE,""
ENAM,ENSG00000132464,4,71494461,71552533,Tier 3B,,,TRUE,""
ENC1,ENSG00000171617,5,73923234,73937249,Tier 3B,,,TRUE,""
ENDOU,ENSG00000111405,12,48103517,48119350,Tier 3B,,,TRUE,""
ENG,ENSG00000106991,9,130577291,130617035,Tier 1,,,TRUE,""
ENGASE,ENSG00000167280,17,77071021,77084681,Tier 2,,,TRUE,""
ENHO,ENSG00000168913,9,34521038,34523039,Tier 3B,,,TRUE,""
ENOX1,ENSG00000120658,13,43787654,44361044,Tier 3A,,,TRUE,""
ENOX2,ENSG00000165675,X,129757350,130037208,Tier 3B,,,TRUE,""
ENPEP,ENSG00000138792,4,111286889,111486441,Tier 2,,,TRUE,""
ENPP1,ENSG00000197594,6,132129156,132216295,Tier 3A,,,TRUE,""
ENPP2,ENSG00000136960,8,120569326,120685693,Tier 2,,,TRUE,""
ENPP3,ENSG00000154269,6,131949582,132068553,Tier 3A,,,TRUE,""
ENPP5,ENSG00000112796,6,46126924,46138708,Tier 3B,,,TRUE,""
ENPP6,ENSG00000164303,4,185009859,185142383,Tier 3B,,,TRUE,""
ENPP7,ENSG00000182156,17,77704681,77716021,Tier 3B,,,TRUE,""
ENTPD1,ENSG00000138185,10,97471536,97637023,Tier 3B,,,TRUE,""
ENTPD6,ENSG00000197586,20,25176329,25207365,Tier 3A,,,TRUE,""
EP300,ENSG00000100393,22,41487790,41576081,Tier 2,,,TRUE,""
EPAS1,ENSG00000116016,2,46520806,46613836,Tier 2,,,TRUE,""
EPCAM,ENSG00000119888,2,47572297,47614740,Tier 1,,,TRUE,""
EPDR1,ENSG00000086289,7,37723446,37991543,Tier 3A,,,TRUE,""
EPGN,ENSG00000182585,4,75174190,75181024,Tier 3A,,,TRUE,""
EPHA1,ENSG00000146904,7,143087382,143105985,Tier 1,,,TRUE,""
EPHA10,ENSG00000183317,1,38179552,38230805,Tier 1,,,TRUE,""
EPHA2,ENSG00000142627,1,16450832,16482582,Tier 1,,,TRUE,""
EPHA3,ENSG00000044524,3,89156674,89531284,Tier 1,,,TRUE,""
EPHA4,ENSG00000116106,2,222282747,222438922,Tier 1,,,TRUE,""
EPHA5,ENSG00000145242,4,66185281,66536213,Tier 1,,,TRUE,""
EPHA6,ENSG00000080224,3,96533425,97471304,Tier 1,,,TRUE,""
EPHA7,ENSG00000135333,6,93949738,94129265,Tier 1,,,TRUE,""
EPHA8,ENSG00000070886,1,22890057,22930087,Tier 1,,,TRUE,""
EPHB1,ENSG00000154928,3,134316643,134979309,Tier 1,,,TRUE,""
EPHB2,ENSG00000133216,1,23037332,23241818,Tier 1,,,TRUE,""
EPHB3,ENSG00000182580,3,184279572,184300197,Tier 1,,,TRUE,""
EPHB4,ENSG00000196411,7,100400187,100425121,Tier 1,,,TRUE,""
EPHB6,ENSG00000106123,7,142552792,142568847,Tier 1,,,TRUE,""
EPHX1,ENSG00000143819,1,225997794,226033260,Tier 1,,,TRUE,""
EPHX2,ENSG00000120915,8,27348296,27403081,Tier 1,,,TRUE,""
EPO,ENSG00000130427,7,100318423,100321323,Tier 3A,,,TRUE,""
EPOR,ENSG00000187266,19,11488236,11495018,Tier 1,,,TRUE,""
EPX,ENSG00000121053,17,56270098,56282535,Tier 3B,,,TRUE,""
EPYC,ENSG00000083782,12,91357456,91398803,Tier 3B,,,TRUE,""
ERAP1,ENSG00000164307,5,96096521,96143803,Tier 3A,,,TRUE,""
ERBB2,ENSG00000141736,17,37844167,37886679,Tier 1,,,TRUE,""
ERBB2IP,ENSG00000112851,5,65222303,65378377,Tier 3B,,,TRUE,""
ERBB3,ENSG00000065361,12,56473641,56497289,Tier 1,,,TRUE,""
ERBB4,ENSG00000178568,2,212240446,213403565,Tier 1,,,TRUE,""
ERCC5,ENSG00000134899,13,103497194,103528345,Tier 2,,,TRUE,""
EREG,ENSG00000124882,4,75230860,75254468,Tier 1,,,TRUE,""
ERG,ENSG00000157554,21,39751949,40033704,Tier 2,,,TRUE,""
ERN1,ENSG00000178607,17,62116502,62208179,Tier 1,,,TRUE,""
ERN2,ENSG00000134398,16,23701647,23724821,Tier 3B,,,TRUE,""
ERO1L,ENSG00000197930,14,53106634,53162618,Tier 3B,,,TRUE,""
ERP29,ENSG00000089248,12,112451120,112461255,Tier 3A,,,TRUE,""
ERP44,ENSG00000023318,9,102741461,102861322,Tier 3A,,,TRUE,""
ESAM,ENSG00000149564,11,124622026,124632186,Tier 3A,,,TRUE,""
ESM1,ENSG00000164283,5,54273692,54318499,Tier 3B,,,TRUE,""
ESR1,ENSG00000091831,6,151977826,152450754,Tier 1,,,TRUE,""
ESR2,ENSG00000140009,14,64550950,64804830,Tier 1,,,TRUE,""
ESRRA,ENSG00000173153,11,64073044,64084215,Tier 1,,,TRUE,""
ESRRB,ENSG00000119715,14,76776957,76968178,Tier 1,,,TRUE,""
ESRRG,ENSG00000196482,1,216676588,217311097,Tier 2,,,TRUE,""
ETNPPL,ENSG00000164089,4,109663196,109684210,Tier 3B,,,TRUE,""
EVI2B,ENSG00000185862,17,29630784,29641130,Tier 3B,,,TRUE,""
EXTL2,ENSG00000162694,1,101337943,101361554,Tier 3A,,,TRUE,""
EYS,ENSG00000188107,6,64429876,66417118,Tier 3A,,,TRUE,""
F10,ENSG00000126218,13,113777128,113803843,Tier 1,,,TRUE,""
F11,ENSG00000088926,4,187187099,187210835,Tier 2,,,TRUE,""
F11R,ENSG00000158769,1,160965001,160991138,Tier 3B,,,TRUE,""
F12,ENSG00000131187,5,176829141,176836577,Tier 3A,,,TRUE,""
F13A1,ENSG00000124491,6,6144318,6321246,Tier 2,,,TRUE,""
F13B,ENSG00000143278,1,197008321,197036397,Tier 3A,,,TRUE,""
F2,ENSG00000180210,11,46740730,46761056,Tier 1,,,TRUE,""
F2R,ENSG00000181104,5,76011868,76031606,Tier 1,,,TRUE,""
F2RL1,ENSG00000164251,5,76114758,76131140,Tier 2,,,TRUE,""
F2RL2,ENSG00000164220,5,75911307,75919259,Tier 3A,,,TRUE,""
F2RL3,ENSG00000127533,19,16999671,17003417,Tier 3B,,,TRUE,""
F3,ENSG00000117525,1,94994781,95007356,Tier 1,,,TRUE,""
F5,ENSG00000198734,1,169483404,169555826,Tier 1,,,TRUE,""
F7,ENSG00000057593,13,113760105,113774995,Tier 1,,,TRUE,""
F8,ENSG00000185010,X,154064063,154255215,Tier 1,,,TRUE,""
F9,ENSG00000101981,X,138612917,138645617,Tier 2,,,TRUE,""
FAAH,ENSG00000117480,1,46859937,46879520,Tier 1,,,TRUE,""
FAAH2,ENSG00000165591,X,57313139,57515629,Tier 2,,,TRUE,""
FABP1,ENSG00000163586,2,88422510,88427635,Tier 1,,,TRUE,""
FABP2,ENSG00000145384,4,120238405,120243545,Tier 2,,,TRUE,""
FABP4,ENSG00000170323,8,82390654,82395498,Tier 2,,,TRUE,""
FAM19A1,ENSG00000183662,3,68053359,68594776,Tier 3B,,,TRUE,""
FAM19A3,ENSG00000184599,1,113263041,113269857,Tier 3A,,,TRUE,""
FAM19A4,ENSG00000163377,3,68780917,68981761,Tier 3B,,,TRUE,""
FAM19A5,ENSG00000219438,22,48885272,49246724,Tier 3A,,,TRUE,""
FAM20A,ENSG00000108950,17,66531254,66597530,Tier 3B,,,TRUE,""
FAM20C,ENSG00000177706,7,192969,300711,Tier 3B,,,TRUE,""
FAM3B,ENSG00000183844,21,42676139,42729358,Tier 3A,,,TRUE,""
FAM3C,ENSG00000196937,7,120988905,121036418,Tier 3A,,,TRUE,""
FAP,ENSG00000078098,2,163027194,163101661,Tier 1,,,TRUE,""
FARS2,ENSG00000145982,6,5261277,5771813,Tier 2,,,TRUE,""
FAS,ENSG00000026103,10,90750414,90775542,Tier 3A,,,TRUE,""
FASLG,ENSG00000117560,1,172628154,172636014,Tier 3B,,,TRUE,""
FASN,ENSG00000169710,17,80036214,80056208,Tier 1,,,TRUE,""
FAT1,ENSG00000083857,4,187508937,187647876,Tier 3B,,,TRUE,""
FAT3,ENSG00000165323,11,92085262,92629618,Tier 3B,,,TRUE,""
FAT4,ENSG00000196159,4,126237554,126414087,Tier 3B,,,TRUE,""
FBLN1,ENSG00000077942,22,45898118,45997015,Tier 3A,,,TRUE,""
FBLN2,ENSG00000163520,3,13573824,13679922,Tier 3A,,,TRUE,""
FBLN5,ENSG00000140092,14,92335756,92414331,Tier 3A,,,TRUE,""
FBLN7,ENSG00000144152,2,112895962,112945791,Tier 3B,,,TRUE,""
FBN1,ENSG00000166147,15,48700503,48938046,Tier 3A,,,TRUE,""
FBN2,ENSG00000138829,5,127593601,127994878,Tier 3A,,,TRUE,""
FBN3,ENSG00000142449,19,8130286,8214730,Tier 3B,,,TRUE,""
FBP1,ENSG00000165140,9,97365415,97402531,Tier 2,,,TRUE,""
FCAMR,ENSG00000162897,1,207131310,207143970,Tier 3B,,,TRUE,""
FCAR,ENSG00000186431,19,55385704,55401838,Tier 3A,,,TRUE,""
FCER1A,ENSG00000179639,1,159259504,159278014,Tier 3A,,,TRUE,""
FCER2,ENSG00000104921,19,7753644,7767032,Tier 1,,,TRUE,""
FCGBP,ENSG00000090920,19,40353963,40440533,Tier 3B,,,TRUE,""
FCGR1A,ENSG00000150337,1,149754227,149764074,Tier 1,,,TRUE,""
FCGR2A,ENSG00000143226,1,161475220,161493803,Tier 3A,,,TRUE,""
FCGR2B,ENSG00000072694,1,161551101,161648444,Tier 1,,,TRUE,""
FCGR2C,ENSG00000244682,1,161551129,161575452,Tier 3A,,,TRUE,""
FCGR3A,ENSG00000203747,1,161511549,161600917,Tier 3A,,,TRUE,""
FCGR3B,ENSG00000162747,1,161592986,161601753,Tier 3B,,,TRUE,""
FCGRT,ENSG00000104870,19,50010073,50029590,Tier 3A,,,TRUE,""
FCN1,ENSG00000085265,9,137801431,137809809,Tier 3B,,,TRUE,""
FCN2,ENSG00000160339,9,137772654,137779924,Tier 3B,,,TRUE,""
FCN3,ENSG00000142748,1,27695603,27701315,Tier 3B,,,TRUE,""
FCRL1,ENSG00000163534,1,157764193,157789895,Tier 3A,,,TRUE,""
FCRL2,ENSG00000132704,1,157715523,157746922,Tier 3A,,,TRUE,""
FCRL3,ENSG00000160856,1,157644111,157670647,Tier 3A,,,TRUE,""
FCRL4,ENSG00000163518,1,157543539,157567870,Tier 3B,,,TRUE,""
FCRL5,ENSG00000143297,1,157483167,157522310,Tier 3A,,,TRUE,""
FCRL6,ENSG00000181036,1,159770301,159786041,Tier 3A,,,TRUE,""
FCRLA,ENSG00000132185,1,161676762,161684142,Tier 3B,,,TRUE,""
FDCSP,ENSG00000181617,4,71091788,71100969,Tier 3B,,,TRUE,""
FDFT1,ENSG00000079459,8,11653082,11696818,Tier 1,,,TRUE,""
FDPS,ENSG00000160752,1,155278539,155290457,Tier 1,,,TRUE,""
FEN1,ENSG00000168496,11,61560109,61564716,Tier 2,,,TRUE,""
FER,ENSG00000151422,5,108083523,108532542,Tier 1,,,TRUE,""
FES,ENSG00000182511,15,91426925,91439006,Tier 2,,,TRUE,""
FFAR1,ENSG00000126266,19,35842445,35843367,Tier 1,,,TRUE,""
FFAR2,ENSG00000126262,19,35934809,35942669,Tier 2,,,TRUE,""
FFAR3,ENSG00000185897,19,35849362,35851387,Tier 3B,,,TRUE,""
FFAR4,ENSG00000186188,10,95326422,95364237,Tier 2,,,TRUE,""
FGA,ENSG00000171560,4,155504278,155511918,Tier 1,,,TRUE,""
FGB,ENSG00000171564,4,155484108,155492238,Tier 1,,,TRUE,""
FGF1,ENSG00000113578,5,141971743,142077617,Tier 1,,,TRUE,""
FGF10,ENSG00000070193,5,44303646,44389808,Tier 3A,,,TRUE,""
FGF12,ENSG00000114279,3,191857184,192485553,Tier 3A,,,TRUE,""
FGF16,ENSG00000196468,X,76709648,76712769,Tier 1,,,TRUE,""
FGF17,ENSG00000158815,8,21899909,21906320,Tier 3A,,,TRUE,""
FGF18,ENSG00000156427,5,170846660,170884627,Tier 1,,,TRUE,""
FGF19,ENSG00000162344,11,69513000,69519410,Tier 3B,,,TRUE,""
FGF2,ENSG00000138685,4,123747863,123819391,Tier 1,,,TRUE,""
FGF20,ENSG00000078579,8,16849678,16859690,Tier 3B,,,TRUE,""
FGF21,ENSG00000105550,19,49258816,49261587,Tier 3A,,,TRUE,""
FGF22,ENSG00000070388,19,639879,643703,Tier 3B,,,TRUE,""
FGF23,ENSG00000118972,12,4477393,4488894,Tier 3B,,,TRUE,""
FGF3,ENSG00000186895,11,69624992,69633792,Tier 3A,,,TRUE,""
FGF4,ENSG00000075388,11,69587797,69590171,Tier 1,,,TRUE,""
FGF5,ENSG00000138675,4,81187753,81257834,Tier 3A,,,TRUE,""
FGF6,ENSG00000111241,12,4537321,4554780,Tier 3B,,,TRUE,""
FGF7,ENSG00000140285,15,49715293,49780972,Tier 3A,,,TRUE,""
FGF8,ENSG00000107831,10,103529899,103535854,Tier 3B,,,TRUE,""
FGF9,ENSG00000102678,13,22245522,22278637,Tier 3A,,,TRUE,""
FGFBP1,ENSG00000137440,4,15937192,15940363,Tier 3B,,,TRUE,""
FGFBP2,ENSG00000137441,4,15961866,15970932,Tier 3A,,,TRUE,""
FGFBP3,ENSG00000174721,10,93666346,93669240,Tier 3B,,,TRUE,""
FGFR1,ENSG00000077782,8,38268656,38326352,Tier 1,,,TRUE,""
FGFR2,ENSG00000066468,10,123237848,123357972,Tier 1,,,TRUE,""
FGFR3,ENSG00000068078,4,1795034,1810599,Tier 1,,,TRUE,""
FGFR4,ENSG00000160867,5,176513887,176525145,Tier 1,,,TRUE,""
FGFRL1,ENSG00000127418,4,1003724,1020685,Tier 3A,,,TRUE,""
FGG,ENSG00000171557,4,155525286,155534119,Tier 1,,,TRUE,""
FGL1,ENSG00000104760,8,17721889,17767874,Tier 3A,,,TRUE,""
FGL2,ENSG00000127951,7,76822688,76829143,Tier 3B,,,TRUE,""
FGR,ENSG00000000938,1,27938575,27961788,Tier 1,,,TRUE,""
FIBIN,ENSG00000176971,11,27015628,27018630,Tier 3B,,,TRUE,""
FIGF,ENSG00000165197,X,15363713,15402498,Tier 3B,,,TRUE,""
FJX1,ENSG00000179431,11,35639735,35642419,Tier 3B,,,TRUE,""
FKBP10,ENSG00000141756,17,39968932,39979465,Tier 3B,,,TRUE,""
FKBP11,ENSG00000134285,12,49315301,49320257,Tier 3B,,,TRUE,""
FKBP14,ENSG00000106080,7,30050203,30066300,Tier 3A,,,TRUE,""
FKBP15,ENSG00000119321,9,115923286,115983641,Tier 3B,,,TRUE,""
FKBP1A,ENSG00000088832,20,1349622,1373806,Tier 1,,,TRUE,""
FKBP1B,ENSG00000119782,2,24272571,24286551,Tier 1,,,TRUE,""
FKBP1C,ENSG00000198225,6,63921351,63922929,Tier 2,,,TRUE,""
FKBP2,ENSG00000173486,11,64008475,64011604,Tier 2,,,TRUE,""
FKBP3,ENSG00000100442,14,45584803,45604522,Tier 3B,,,TRUE,""
FKBP4,ENSG00000004478,12,2904119,2914576,Tier 1,,,TRUE,""
FKBP5,ENSG00000096060,6,35541362,35696360,Tier 1,,,TRUE,""
FKBP6,ENSG00000077800,7,72742167,72772634,Tier 3B,,,TRUE,""
FKBP7,ENSG00000079150,2,179328391,179343327,Tier 3B,,,TRUE,""
FKBP8,ENSG00000105701,19,18642561,18654887,Tier 3B,,,TRUE,""
FKBP9,ENSG00000122642,7,32997017,33046543,Tier 3B,,,TRUE,""
FKRP,ENSG00000181027,19,47249303,47280245,Tier 3A,,,TRUE,""
FKTN,ENSG00000106692,9,108320411,108403399,Tier 3A,,,TRUE,""
FLNA,ENSG00000196924,X,153576892,153603006,Tier 3A,,,TRUE,""
FLRT1,ENSG00000126500,11,63870660,63886645,Tier 3B,,,TRUE,""
FLRT2,ENSG00000185070,14,85996488,86095034,Tier 3B,,,TRUE,""
FLT1,ENSG00000102755,13,28874489,29069265,Tier 1,,,TRUE,""
FLT3,ENSG00000122025,13,28577411,28674729,Tier 1,,,TRUE,""
FLT3LG,ENSG00000090554,19,49977464,49989488,Tier 3A,,,TRUE,""
FLT4,ENSG00000037280,5,180028506,180076624,Tier 1,,,TRUE,""
FMO1,ENSG00000010932,1,171217638,171255117,Tier 1,,,TRUE,""
FMO2,ENSG00000094963,1,171154347,171181822,Tier 1,,,TRUE,""
FMO3,ENSG00000007933,1,171060018,171086959,Tier 1,,,TRUE,""
FMO4,ENSG00000076258,1,171283347,171311223,Tier 1,,,TRUE,""
FMO5,ENSG00000131781,1,146646930,146714700,Tier 1,,,TRUE,""
FMO6P,ENSG00000117507,1,171106879,171130707,Tier 1,,,TRUE,""
FMOD,ENSG00000122176,1,203309756,203320617,Tier 3B,,,TRUE,""
FN1,ENSG00000115414,2,216225163,216300895,Tier 1,,,TRUE,""
FNDC5,ENSG00000160097,1,33327869,33338083,Tier 3B,,,TRUE,""
FNTA,ENSG00000168522,8,42889337,42940931,Tier 1,,,TRUE,""
FNTB,ENSG00000257365,14,65381203,65529368,Tier 1,,,TRUE,""
FOLH1,ENSG00000086205,11,49168187,49230222,Tier 1,,,TRUE,""
FOLR1,ENSG00000110195,11,71900602,71907345,Tier 1,,,TRUE,""
FOLR2,ENSG00000165457,11,71927645,71932994,Tier 3B,,,TRUE,""
FOLR3,ENSG00000110203,11,71825915,71850936,Tier 3B,,,TRUE,""
FOS,ENSG00000170345,14,75745477,75748933,Tier 2,,,TRUE,""
FPGS,ENSG00000136877,9,130556876,130576606,Tier 2,,,TRUE,""
FPR1,ENSG00000171051,19,52248425,52307363,Tier 2,,,TRUE,""
FPR2,ENSG00000171049,19,52255279,52273779,Tier 2,,,TRUE,""
FPR3,ENSG00000187474,19,52298416,52329442,Tier 3B,,,TRUE,""
FREM1,ENSG00000164946,9,14734664,14910993,Tier 3A,,,TRUE,""
FREM3,ENSG00000183090,4,144498455,144621828,Tier 3B,,,TRUE,""
FRK,ENSG00000111816,6,116252312,116381921,Tier 1,,,TRUE,""
FRZB,ENSG00000162998,2,183698002,183731890,Tier 3A,,,TRUE,""
FSHB,ENSG00000131808,11,30252563,30256808,Tier 3B,,,TRUE,""
FSHR,ENSG00000170820,2,49189296,49381676,Tier 1,,,TRUE,""
FST,ENSG00000134363,5,52776239,52782964,Tier 3B,,,TRUE,""
FSTL1,ENSG00000163430,3,120111140,120170100,Tier 3B,,,TRUE,""
FSTL3,ENSG00000070404,19,676392,683385,Tier 3B,,,TRUE,""
FSTL4,ENSG00000053108,5,132532147,132948255,Tier 3A,,,TRUE,""
FSTL5,ENSG00000168843,4,162305049,163085187,Tier 3A,,,TRUE,""
FUCA1,ENSG00000179163,1,24171567,24194784,Tier 2,,,TRUE,""
FUCA2,ENSG00000001036,6,143815948,143832827,Tier 2,,,TRUE,""
FURIN,ENSG00000140564,15,91411822,91426688,Tier 3A,,,TRUE,""
FXYD2,ENSG00000137731,11,117671559,117699413,Tier 3B,,,TRUE,""
FYN,ENSG00000010810,6,111981535,112194655,Tier 1,,,TRUE,""
FZD10,ENSG00000111432,12,130647004,130650285,Tier 3A,,,TRUE,""
FZD3,ENSG00000104290,8,28351729,28431775,Tier 3B,,,TRUE,""
FZD4,ENSG00000174804,11,86656721,86666433,Tier 3B,,,TRUE,""
FZD9,ENSG00000188763,7,72848109,72850450,Tier 3A,,,TRUE,""
G6PC,ENSG00000131482,17,41052814,41065386,Tier 2,,,TRUE,""
G6PD,ENSG00000160211,X,153759606,153775787,Tier 2,,,TRUE,""
GAA,ENSG00000171298,17,78075355,78093678,Tier 1,,,TRUE,""
GABBR1,ENSG00000204681,6,29523406,29601753,Tier 1,,,TRUE,""
GABBR2,ENSG00000136928,9,101050391,101471479,Tier 1,,,TRUE,""
GABRA1,ENSG00000022355,5,161274197,161326975,Tier 1,,,TRUE,""
GABRA2,ENSG00000151834,4,46250444,46477247,Tier 1,,,TRUE,""
GABRA3,ENSG00000011677,X,151334706,151619830,Tier 1,,,TRUE,""
GABRA4,ENSG00000109158,4,46920917,46996424,Tier 1,,,TRUE,""
GABRA5,ENSG00000186297,15,27111510,27194354,Tier 1,,,TRUE,""
GABRA6,ENSG00000145863,5,160974069,161129599,Tier 1,,,TRUE,""
GABRB1,ENSG00000163288,4,46995740,47428461,Tier 1,,,TRUE,""
GABRB2,ENSG00000145864,5,160715436,160976050,Tier 1,,,TRUE,""
GABRB3,ENSG00000166206,15,26788693,27184686,Tier 1,,,TRUE,""
GABRD,ENSG00000187730,1,1950780,1962192,Tier 3B,,,TRUE,""
GABRE,ENSG00000102287,X,151121596,151143152,Tier 3B,,,TRUE,""
GABRG1,ENSG00000163285,4,46037786,46126098,Tier 1,,,TRUE,""
GABRG2,ENSG00000113327,5,161494546,161582542,Tier 1,,,TRUE,""
GABRG3,ENSG00000182256,15,27216429,27778373,Tier 1,,,TRUE,""
GABRP,ENSG00000094755,5,170190354,170241051,Tier 3B,,,TRUE,""
GABRQ,ENSG00000147402,X,151806637,151825999,Tier 3B,,,TRUE,""
GABRR1,ENSG00000146276,6,89887220,89940997,Tier 2,,,TRUE,""
GABRR2,ENSG00000111886,6,89966927,90025018,Tier 2,,,TRUE,""
GABRR3,ENSG00000183185,3,97705517,97754148,Tier 3B,,,TRUE,""
GAK,ENSG00000178950,4,843064,926161,Tier 1,,,TRUE,""
GAL,ENSG00000069482,11,68451247,68458643,Tier 3B,,,TRUE,""
GALC,ENSG00000054983,14,88304164,88460009,Tier 3A,,,TRUE,""
GALE,ENSG00000117308,1,24122089,24127271,Tier 2,,,TRUE,""
GALK1,ENSG00000108479,17,73747675,73761792,Tier 2,,,TRUE,""
GALNS,ENSG00000141012,16,88880142,88923378,Tier 3A,,,TRUE,""
GALNT1,ENSG00000141429,18,33161081,33291798,Tier 3B,,,TRUE,""
GALNT2,ENSG00000143641,1,230193536,230417870,Tier 3A,,,TRUE,""
GALP,ENSG00000197487,19,56687389,56697144,Tier 3B,,,TRUE,""
GALR1,ENSG00000166573,18,74962505,74980858,Tier 3A,,,TRUE,""
GALR2,ENSG00000182687,17,74070875,74073622,Tier 3B,,,TRUE,""
GALR3,ENSG00000128310,22,38219389,38221502,Tier 2,,,TRUE,""
GAN,ENSG00000261609,16,81348557,81424489,Tier 3B,,,TRUE,""
GANAB,ENSG00000089597,11,62392298,62414104,Tier 1,,,TRUE,""
GANC,ENSG00000214013,15,42565431,42645864,Tier 3B,,,TRUE,""
GAPDH,ENSG00000111640,12,6643093,6647537,Tier 2,,,TRUE,""
GART,ENSG00000159131,21,34876238,34915797,Tier 1,,,TRUE,""
GAS6,ENSG00000183087,13,114523522,114567046,Tier 3B,,,TRUE,""
GAST,ENSG00000184502,17,39868578,39872221,Tier 3A,,,TRUE,""
GBA,ENSG00000177628,1,155204243,155214490,Tier 1,,,TRUE,""
GBA2,ENSG00000070610,9,35736863,35749983,Tier 2,,,TRUE,""
GC,ENSG00000145321,4,72607410,72669758,Tier 1,,,TRUE,""
GCG,ENSG00000115263,2,162999392,163008914,Tier 3A,,,TRUE,""
GCGR,ENSG00000215644,17,79762008,79771889,Tier 1,,,TRUE,""
GCK,ENSG00000106633,7,44183872,44237769,Tier 2,,,TRUE,""
GCLC,ENSG00000001084,6,53362139,53481768,Tier 2,,,TRUE,""
GDF1,ENSG00000130283,19,18979361,19006905,Tier 3B,,,TRUE,""
GDF10,ENSG00000107623,10,48425815,48438976,Tier 3B,,,TRUE,""
GDF11,ENSG00000135414,12,56137064,56150911,Tier 3B,,,TRUE,""
GDF15,ENSG00000130513,19,18485541,18499986,Tier 3A,,,TRUE,""
GDF2,ENSG00000128802,10,48413092,48416853,Tier 3B,,,TRUE,""
GDF3,ENSG00000184344,12,7842378,7848372,Tier 3B,,,TRUE,""
